,Text,Speaker,Season
947, Yo Im really sorry okay?,Jesse,5
948, No I am not willing to do that!,Walter,4
949, Oh-ho!,Jesse,4
950, Jesse look at me you are a blow fish.,Walter,5
951, Little rich girl just adding to your millions.,Walter,5
952, Im going to Hank and Maries for the weekend.,Skyler,5
953, Skyler...,Walter,4
954, How much did you get for the deal?,Hank,4
955, Could you just state the facts?,Walter,4
956, Why?,Jesse,5
957, Doctor my wife is seven months pregnant with a baby we didnt intend. My fifteen-year old son has cerebral palsy. I am an extremely overqualified high school chemistry teacher. When I can work I make $43700 per year. I have watched all of my colleagues and friends surpass me in every way imaginable. And within eighteen months I will be dead. And you ask why I ran?,Walter,3
958, Oh we are dead. Dead men! Muerto or muerte or however the hell you...Jesus...,Hank,2
959, Okay. So they got names?,Jesse,5
960, Its copper.,Walter,4
961, Yo I waited til the ball buster left. I mean no offense.,Hank,1
962, No no Tuco!,Walter,5
963, Oh my conjecture isnt helping?,Hank,5
964, I dont know.,Jesse,5
965, How did you find me?,Walter,3
966, Look I know some guys alright? I can create a network. Look we control production and distribution. That way we stay off the front lines while moving some serious glass. I mean the point here is to make money right? Sky high stacks!,Jesse,5
967, Did he mention my name?,Walter,3
968, Yeah yeah this is gonna help big time with that. BITCH!,Hank,4
969, Well were set. Boys are ready. Gonna make some mad cheddar yo. [Walter looks at Jesse] Cheddar Mr. White. Fat stacks. Dead Presidents. Cash money. Were gonna own this city.,Hank,4
970, Not anymore.,Walter,1
971, I was told that the man Id be meeting with was very careful. A cautious man. I believe we are alike in that way. If you are who I think you are you should give me another chance.,Walter,2
972, Thats Backwardo. Oh wait no actually I changed it to Rewindo. Anyways he goes backwards. He can make everything go in reverse.,Jesse,2
973, Like come on! Man youre smart! All right you made poison out of beans yo! Look weve got an entire lab right here. How about you take some of these chemicals and mix up some... some rocket fuel that way we could just send up a signal flare. Or you make some kind of robot to get us help... or a homing device... or building a battery... [Walts eyes snap open] Or what if we just take some stuff off of the RV and build it into something completely different? You know like a... like a dune buggy! And that way we could just dune buggy our... [Walt sits up] What? Hey... what is it? What?,Jesse,4
974, No why dont you grow up mom? Jenny wanted me here! Alright I was the one who took care of her. Alright I took her to her appointments and made her lunch everyday. I earned this!,Hank,3
975, No thanks for caring.,Hank,2
976, Mr. White you kicked its ass yo! [Walter motions for Jesse to quiet down] No! You must be so psyched!,Jesse,4
977, Oh shit.,Jesse,1
978, Look I know some guys alright? I can create a network. Look we control production and distribution. That way we stay off the front lines while moving some serious glass. I mean the point here is to make money right? Sky high stacks!,Jesse,3
979, Well no. No thats Gretchen and Elliott. I gravitated toward education.,Walter,1
980, Thats your excuse? To build your little empire on my work?,Walter,3
981, They sweated me plenty but they finally cut me loose. So you getting out of there?,Jesse,5
982, Sooner or later this is gonna happen. If you want your exponential growth guys are gonna get busted. Simple as that.,Jesse,3
983, Oh we are dead. Dead men! Muerto or muerte or however the hell you...Jesus...,Hank,3
984, Im no Vito Corleone.,Walter,4
985, God. I dont suppose you could kiss my ass?,Jesse,1
986, This is conjecture?,Hank,5
987, Jesse...Jesse...Your body is running dangerously low on electrolytes. Sodium potassium calcium...and when theyre gone your brain ceases to communicate with the muscles. Your lungs stop breathing. Your heart stops pumping. You go marching out there and within an hour you will be dead.,Walter,4
988, Snap out of it. All right first off everything you did you did for your family. Right?,Hank,2
989, Because he does what I say. Because I can trust him.,Walter,5
990, Nothing. Im sorry I just...,Hank,5
991, How gay are you seriously?,Jesse,4
992, Right on. New Zealand thats where they uh thats where they made Lord of the Rings! I say we just move there yo! I mean you could do your art right? Like you could like paint the local castles and shit and I can be a bush pilot!,Hank,3
993, Oh thank God!,Jesse,2
994, ...Copper.,Walter,3
995, It was my hard work. My research. And you and Elliott made millions off it.,Walter,3
996, Fuck you.,Walter,2
997, Theres a way Walt. Theres financing theres installment plans. I could always go back to work. Walt theres always a way.,Skyler,1
998, Its clean.,Hank,2
999, Alright fine facts in. Fact A my phone rang like eight times last night. Dead air hang-ups every time. Second fact? Like three in the morning I saw that black Caddy of his cruising my neighborhood. No headlights.,Jesse,2
1000, Snap out of it. All right first off everything you did you did for your family. Right?,Jesse,5
1001, Yes!,Hank,4
1002, The man who invented the diamond. All right. H. Tracy Hall – write this name down. Dr. Hall invented the first reproducible process for making synthetic diamonds. I mean this is way back in the 50s. Now today synthetic diamonds are used in oil drilling electronics multi-billion dollar industries. Now at the time Dr. Hall worked for General Electric and he made them a fortune. I mean incalculable. You want to know how GE rewarded Dr. Hall? A $10 U.S. savings bond. [Walt becomes angry but calms himself] Anyway a savings bond printed on carbon-based paper paid to a carbon-based man for something he made out of...carbon.,Walter,3
1003, $600000 each.,Jesse,2
1004, Like come on! Man youre smart! All right you made poison out of beans yo! Look weve got an entire lab right here. How about you take some of these chemicals and mix up some... some rocket fuel that way we could just send up a signal flare. Or you make some kind of robot to get us help... or a homing device... or building a battery... [Walts eyes snap open] Or what if we just take some stuff off of the RV and build it into something completely different? You know like a... like a dune buggy! And that way we could just dune buggy our... [Walt sits up] What? Hey... what is it? What?,Jesse,2
1005, You asked me what I want you to do.,Walter,3
1006, Who sent you? You wearing a wire? You setting me up?,Walter,1
1007, Apparently its all over town. Somebody crossed you you got angry you crushed their skull with an ATM machine.,Walter,5
1008, What?,Walter,3
1009, Yeah? You shot an ounce? In a day and a half?,Jesse,3
1010, They sweated me plenty but they finally cut me loose. So you getting out of there?,Jesse,3
1011, Its clean.,Hank,3
1012, Wait wait what does he know? Does he know its your money?,Walter,4
1013, Sooner or later this is gonna happen. If you want your exponential growth guys are gonna get busted. Simple as that.,Jesse,2
1014, Thats what I was thinking yeah. For the last few weeks.,Skyler,2
1015,,Skyler,2
1016, Damn...,Jesse,4
1017, Hey! Bring. The bottle. Back.,Walter,4
1018, Rent yo. Responsibilities and what not. Ive already lost more than Ive made and I am tired of dicking around out here. [takes a sip of his beer],Hank,5
1019, Did he mention my name?,Walter,5
1020, Funyuns are awesome.,Jesse,5
1021, Alright fine facts in. Fact A my phone rang like eight times last night. Dead air hang-ups every time. Second fact? Like three in the morning I saw that black Caddy of his cruising my neighborhood. No headlights.,Jesse,3
1022, You got the C man alright? Youre as good as checked out already okay? You should be all like sacrificial jumping on a grenade yo. Just...,Hank,5
1023, Right before your surgery I asked if you had packed your cell phone and you said Which one?,Skyler,4
1024, Yeah yeah yeah thats it. While you were cooking you know he was watching one of those uh those uh telenovels yknow with all those ripe honeys on it? Yknow he was really into it. I told you not to change the channel man! Yknow dude needs his eye candy. Thats it!,Hank,3
1025, Because youre a liar Walt. Two cell phones after all.,Skyler,4
1026, So whatre you saying? Like I shot someone with like a gun?,Jesse,5
1027, Bad enough. She didnt last long.,Hank,1
1028, At this time...$16000.,Walter,3
1029, Wait wait what does he know? Does he know its your money?,Walter,2
1030, I woke up. I found her. Thats all I know.,Jesse,2
1031, Stay out of my territory.,Walter,4
1032, Sometimes I feel like I never actually make any of my own. Choices I mean. My entire life it just seems I never...you know had a real say about any of it. Now this last one cancer...all I have left is how I choose to approach this.,Walter,1
1033, I beg your pardon? This is a partnership remember?,Walter,3
1034, Conjecture yes. And conjecture isnt helping.,Walter,4
1035, You have a good rest of your life kid.,Jesse,3
1036, Damn...,Jesse,5
1037, The man who invented the diamond. All right. H. Tracy Hall – write this name down. Dr. Hall invented the first reproducible process for making synthetic diamonds. I mean this is way back in the 50s. Now today synthetic diamonds are used in oil drilling electronics multi-billion dollar industries. Now at the time Dr. Hall worked for General Electric and he made them a fortune. I mean incalculable. You want to know how GE rewarded Dr. Hall? A $10 U.S. savings bond. [Walt becomes angry but calms himself] Anyway a savings bond printed on carbon-based paper paid to a carbon-based man for something he made out of...carbon.,Walter,5
1038, Oh-ho!,Jesse,2
1039, Nothing. No store in town sells a plastic bin big enough for a body.,Jesse,1
1040, What?,Hank,2
1041, More for me.,Jesse,4
1042, Why?,Jesse,3
1043, The upshot is that I have radiation pneumonitis.,Walter,5
1044, Ooooh wire.,Hank,2
1045, Apparently its all over town. Somebody crossed you you got angry you crushed their skull with an ATM machine.,Walter,4
1046, Yo man look Im off the heroin. I didnt even like it anyway it made me sick. And the meth yknow I could take it or leave it. Im clean Mr. White. For real.,Hank,3
1047, Little rich girl just adding to your millions.,Walter,3
1048, Funyuns are awesome.,Jesse,2
1049, I didnt ask for any of this! How am I supposed to live here now huh? My whole house smells like toe cheese and dry cleaning.,Hank,1
1050, It is impeccable. It is the purest most chemically sound product on the market anywhere.,Walter,2
1051, Oh so my life is not the priority here because Im gonna be dead soon anyway? Thats your point?,Walter,2
1052, Its copper.,Walter,5
1053, [laughs weakly] Something... something scientific right...,Walter,5
1054, Yeah after what happened it just seems like the thing to do. Kind of you know talk about it. We cant talk to anybody else. Anyway that and I wanted to...I wanted to tell you how much everybody digs that meth we cooked.,Hank,1
1055, You uh...you want to cook crystal meth? You. You and uh...and me?,Hank,1
1056, Like come on! Man youre smart! All right you made poison out of beans yo! Look weve got an entire lab right here. How about you take some of these chemicals and mix up some... some rocket fuel that way we could just send up a signal flare. Or you make some kind of robot to get us help... or a homing device... or building a battery... [Walts eyes snap open] Or what if we just take some stuff off of the RV and build it into something completely different? You know like a... like a dune buggy! And that way we could just dune buggy our... [Walt sits up] What? Hey... what is it? What?,Hank,4
1057, You still wanna cook? Seriously?,Jesse,2
1058, Oh so my life is not the priority here because Im gonna be dead soon anyway? Thats your point?,Walter,4
1059, I was curious. Honestly I never expected you to amount to much but methamphetamine? I didnt picture that. Theres a lot of money in it huh?,Walter,1
1060, We have to move our production bulk wholesale now. How do we do that?,Walter,1
1061, Honey we have been over this. Asked and answered right? There–,Walter,5
1062, You said it yourself.,Walter,3
1063, You still wanna cook? Seriously?,Hank,5
1064, All I ever managed to do was worry and disappoint them. And lie. Oh God the lies...I cant even...cant even keep them straight in my head anymore...,Walter,2
1065, No? Thats not the point?,Hank,3
1066, Can he get it running again?,Walter,3
1067, Right on. New Zealand thats where they uh thats where they made Lord of the Rings! I say we just move there yo! I mean you could do your art right? Like you could like paint the local castles and shit and I can be a bush pilot!,Jesse,2
1068, [starts to head outside] Solid zinc...,Hank,3
1069, You wanna know how much Ive got left? After completing my first round of treatment and financing the worlds most expensive alibi? Zero. Zip. Nothing.,Walter,5
1070, Is this a five or an S?,Hank,5
1071, No. You flunked me; remember?,Hank,1
1072, No mom mom mom! Hey where am I supposed to go?,Jesse,5
1073, More for me.,Hank,5
1074, I dont imagine Ill be here very long.,Walter,1
1075, Okay.,Hank,4
1076, Skyler...Skyler dont do this please. I...I...Skyler please dont go. [Skyler tries to close the car door but Walter stops her] If I tell you the truth will you stay? Stay and I will tell you everything.,Walter,3
1077, I know but theres a problem.,Jesse,2
1078, Its clean.,Jesse,4
1079, [kicking Tuco into the shallow pit] Whos the bitch now?!,Jesse,2
1080, Okay. So they got names?,Jesse,2
1081, What are you doing?,Walter,2
1082, Alright say we set up one last sale this is providing he doesnt decide to waste us before then. Now every time we bring in a new batch he always tests the product right? So as his head is down yknow giving it a snort just pop pop pop!,Jesse,3
1083, You need to cut out all your loser crybaby crap right now and think of something scientific!,Jesse,4
1084, Like come on! Man youre smart! All right you made poison out of beans yo! Look weve got an entire lab right here. How about you take some of these chemicals and mix up some... some rocket fuel that way we could just send up a signal flare. Or you make some kind of robot to get us help... or a homing device... or building a battery... [Walts eyes snap open] Or what if we just take some stuff off of the RV and build it into something completely different? You know like a... like a dune buggy! And that way we could just dune buggy our... [Walt sits up] What? Hey... what is it? What?,Jesse,3
1085, Yeah? You shot an ounce? In a day and a half?,Hank,5
1086, Oh I mean...,Jesse,3
1087, Thats not how it happened.,Hank,5
1088, What?,Hank,5
1089, Thats what I was thinking yeah. For the last few weeks.,Skyler,3
1090, You have a good rest of your life kid.,Jesse,4
1091, Me too.,Walter,1
1092, Look that is completely uncool alright? We agreed 50/50 partners!,Hank,5
1093, I mean two would probably work I guess yeah.,Jesse,4
1094, Okay. So they got names?,Hank,2
1095, I want you to handle it.,Walter,2
1096, I woke up. I found her. Thats all I know.,Jesse,4
1097, The picture of innocence. Just sweetness and light.,Walter,3
1098, Right before your surgery I asked if you had packed your cell phone and you said Which one?,Skyler,2
1099, Whatd you do huh? Shes lying there dying and where the hell are you?,Jesse,3
1100, Corner the market then raise the price. Simple economics.,Walter,5
1101, And perhaps I was overly ambitious. In any case its not gonna happen that way anymore.,Walter,5
1102, I want you gone by Monday morning. I want...I want you gone.,Skyler,3
1103, Actually its not as bad as it sounds. Its a fairly common occurrence. Easily treated. In fact the news is all good.,Walter,3
1104, Yeah yeah this is gonna help big time with that. BITCH!,Jesse,3
1105, Whatever man.,Jesse,1
1106, Im sorry...Im sorry...Im so sorry...,Walter,1
1107, No man he doesnt know shit okay? The plan worked. He bought it. I got bills due man. Im screwed.,Hank,3
1108, Four pounds. Four pounds – like two pounds wasnt bad enough. Were talking two – three-hundred boxes of sinus pills. There aint that many Smurfs in the world.,Jesse,1
1109, Who said anything about you?,Jesse,5
1110, I have spent my whole life scared – frightened of things that could happen might happen might not happen. Fifty years I spent like that. Finding myself awake at three in the morning. But you know what? Ever since my diagnosis I sleep just fine.,Walter,2
1111, What part of no contact didnt you understand?,Walter,2
1112, What is that? Conjecture? Are you basing that on that hes got a normal healthy brain or something? Did you not see him beat a dude to death for like nothing? And that way–that way he just kept staring at us. Saying Youre done. Youre done?! You wanna know what that means? I will tell you what that means! That means exactly how it sounds yo! Alright we are witnesses we are loose ends! Right now Tucos thinking Yeah hey they cook good meth but can I trust them? What happens when he decides no?,Hank,4
1113, Dude! No way!,Jesse,3
1114, Could you just state the facts?,Walter,5
1115, Wow thats...thats what you think we need to debrief?,Walter,1
1116, My rainy day fund $68000 okay? Cue ball son of a bitch laughed in my face. Now I got like eighty bucks to my name.,Jesse,4
1117, Since when?,Walter,4
1118, I dont think I am.,Walter,4
1119, Rent yo. Responsibilities and what not. Ive already lost more than Ive made and I am tired of dicking around out here. [takes a sip of his beer],Jesse,4
1120, Oh I mean...,Hank,4
1121, You tell me. Youre the one that looks like you just crawled out of a microwave.,Jesse,1
1122, The game has changed yo. This is our city alright? All of it. The whole damn place. Our territory. Were staking our claim. Yo we sell when we want where we want. Were gonna be kings understand? Well Im gonna be king and you guys will be like princes or dukes or something.,Jesse,3
1123, Snap out of it. All right first off everything you did you did for your family. Right?,Jesse,4
1124, Thats awesome! Serious? Thats...thats...thats great man! My aunt she never...I mean yknow at your stage I didnt even think that could happen.,Hank,5
1125, We got to be Tuco. Alright cut out the middle man run our own game.,Jesse,2
1126, Youre saying Tuco youre saying Gonzo is currently operating as a police informant as far as you know? [Tuco nods] Im very sorry to hear that. Thats disappointing.,Walter,3
1127, Yo its me. Is this a good time?,Hank,5
1128, No thanks for caring.,Jesse,4
1129, Jesus I dont wanna die! NO!,Jesse,4
1130, Look its got five bullets. I finally figured out how to...[Jesse struggles to open the gun]...look I just finally...[Jesse gives up]...I figured it out. I say we get a second gun. Right? For you? I mean dont we like double our chances? I mean mathematically?,Hank,3
1131, What the f...?,Walter,4
1132, You have a good rest of your life kid.,Hank,5
1133, What?,Jesse,4
1134, Alright tell you what. Both of you pull it out your butts right now or I go grab a flashlight and some pliers and go exploring.,Jesse,5
1135, Oh-ho!,Hank,2
1136, Uh yeah?,Hank,4
1137, What?,Jesse,4
1138, He...sells me pot.,Walter,1
1139, No no it cannot be blind luck or some imaginary relative who saves us. No I earned that money. Me! And now my son created his own website – SaveWalterWhite.com. Soliciting anonymous donations. Do you have any idea how that makes me feel?,Walter,3
1140, We need a plan.,Walter,5
1141, No why dont you grow up mom? Jenny wanted me here! Alright I was the one who took care of her. Alright I took her to her appointments and made her lunch everyday. I earned this!,Jesse,4
1142, Yo man look Im off the heroin. I didnt even like it anyway it made me sick. And the meth yknow I could take it or leave it. Im clean Mr. White. For real.,Jesse,2
1143, Yo its me. Is this a good time?,Hank,4
1144, Little rich girl just adding to your millions.,Walter,4
1145, Yes!,Hank,2
1146, Yo man look Im off the heroin. I didnt even like it anyway it made me sick. And the meth yknow I could take it or leave it. Im clean Mr. White. For real.,Hank,4
1147, Is New Zealand part of Australia?,Hank,3
1148, I know but theres a problem.,Jesse,3
1149, I dont think I am.,Walter,5
1150,,Jesse,3
1151, Yes!,Hank,3
1152, Oh cmon this is bullshit! I mean look at this dude alright? He doesnt even know what planet hes living on!,Jesse,3
1153, Um...well its kind of funny. When I got my diagnosis – cancer – I said to myself yknow Why me? And then the other day when I got the good news I said the same thing. [The party guests are silent with confusion] Anyway uh thank you for coming and...enjoy.,Walter,5
1154, This is conjecture.,Walter,2
1155, My rainy day fund $68000 okay? Cue ball son of a bitch laughed in my face. Now I got like eighty bucks to my name.,Hank,3
1156, You have a good rest of your life kid.,Hank,3
1157, Eighty percent.,Walter,3
1158, A robot?,Hank,4
1159, Tell you what?,Walter,3
1160, Conjecture yes. And conjecture isnt helping.,Walter,3
1161, Because youre a liar Walt. Two cell phones after all.,Skyler,2
1162, Pay phone?,Walter,5
1163, Oh God thats beautifully done.,Walter,3
1164, Tuco? no man ... no more Taco... I got bills man.,Jesse,4
1165, The upshot is that I have radiation pneumonitis.,Walter,2
1166,   ,Marie,5
1167, So you plan to uh ice Gonzo like...future tense?,Jesse,2
1168, Well take our time and stay cautious. Sell off what we have and then...well then I guess Im done.,Walter,5
1169, How gay are you seriously?,Hank,4
1170, Yeah yeah yeah thats it. While you were cooking you know he was watching one of those uh those uh telenovels yknow with all those ripe honeys on it? Yknow he was really into it. I told you not to change the channel man! Yknow dude needs his eye candy. Thats it!,Hank,2
1171, Look you remember Emilio? Kay this dude got Emilio off like twice. Kay both times they had him dead to rights yo and then poof. Dudes like Houdini. Seriously when the going gets tough you dont want a criminal lawyer all right? You want a criminal lawyer. You know what Im saying?,Hank,4
1172, My rainy day fund $68000 okay? Cue ball son of a bitch laughed in my face. Now I got like eighty bucks to my name.,Hank,2
1173, Badgers cousin took it to his garage. Its safe.,Jesse,5
1174, You need to cut out all your loser crybaby crap right now and think of something scientific!,Hank,4
1175, Yeah three shots or I dunno two?,Hank,4
1176, Yes!,Jesse,3
1177, Its a whole lot of cheddar.,Jesse,2
1178, Im not out of the woods yet not by any stretch...but options is the word they keep bandying about.,Walter,3
1179, So yes I think itll cut through any lock were likely to find.,Walter,1
1180, How about we get him a real attorney? I mean what the hell is this? This is who he hires?,Walter,4
1181, Skyler...,Walter,5
1182, I told you not to change the channel Man!,Jesse,5
1183, You need to cut out all your loser crybaby crap right now and think of something scientific!,Hank,3
1184, Yes. Yes he was.,Walter,5
1185, Money up front.,Walter,1
1186, What is that? Conjecture? Are you basing that on that hes got a normal healthy brain or something? Did you not see him beat a dude to death for like nothing? And that way–that way he just kept staring at us. Saying Youre done. Youre done?! You wanna know what that means? I will tell you what that means! That means exactly how it sounds yo! Alright we are witnesses we are loose ends! Right now Tucos thinking Yeah hey they cook good meth but can I trust them? What happens when he decides no?,Jesse,4
1187, Oh cmon this is bullshit! I mean look at this dude alright? He doesnt even know what planet hes living on!,Hank,4
1188, Badgers cousin took it to his garage. Its safe.,Hank,3
1189, Could you just state the facts?,Walter,3
1190, Eighty percent.,Walter,5
1191, No? Thats not the point?,Jesse,4
1192, Weve had some extenuating circumstances.,Walter,3
1193, Tell you what?,Walter,4
1194, You got a brother in the goddamned DEA?!,Jesse,1
1195, Alright. Skyler say that there is a way and we spend all that money and...am I supposed to leave you with all that debt? I just dont want emotions ruling us. Maybe treatment isnt the way to go.,Walter,1
1196, This is conjecture?,Jesse,3
1197, What?,Walter,2
1198, Yeah damn straight. Know why? Cause we do things my way this time or I walk! You need me more than I need you...Walt.,Hank,5
1199, Alright fine facts in. Fact A my phone rang like eight times last night. Dead air hang-ups every time. Second fact? Like three in the morning I saw that black Caddy of his cruising my neighborhood. No headlights.,Jesse,5
1200, Nothing. Im sorry I just...,Jesse,2
1201, Jesus Skyler. Get me a Bible to swear on if thats what it takes. I am not having an affair with Gretchen!,Walter,4
1202, So you plan to uh ice Gonzo like...future tense?,Jesse,3
1203, Spooge? Not Mad Dog? Not Diesel? So lemme get this straight you got jacked by a guy named Spooge?,Hank,5
1204, You know you keep telling me that I dont have it in me. Well maybe maybe not. I sure as hell am looking for any reason not to. I mean any good reason at all. Sell me. Tell me what it is.,Walter,1
1205, A blow fish think about it. Small in stature not swift not cunning easy prey for predators. But the blow fish has a secret weapon doesnt he? Doesnt he? What does the blow fish do Jesse? What does the blow fish do?,Walter,3
1206, Nah come on Man some straight like you giant stick up his ass all of a sudden at age what 60 hes just gonna break bad?,Hank,1
1207, How much what?,Walter,4
1208, $50000.,Walter,1
1209, I got profile now yo. Dont you get that? DEAs up my ass. [takes a sip of his beer] No Im not exposing myself to that level of risk for chump change. - No way.,Hank,4
1210, [kicks a toolbox toward Jesse] Brake pads!,Walter,2
1211, Whats it feel like?,Hank,3
1212, Oh God thats beautifully done.,Walter,4
1213, I dont know.,Hank,3
1214, 35 for the pound of meth you stole and another fifteen for my partners pain and suffering.,Walter,1
1215, What is there to discuss? Youre going to get the best treatment and hes the best.,Skyler,1
1216, What are you talking about?,Hank,3
1217, Yeah thats the thing yknow? Your scumbag brother-in-law took my rainy day fund.,Hank,5
1218, Is this a five or an S?,Hank,2
1219, How gay are you seriously?,Hank,3
1220, Youre damn right.,Walter,3
1221, Damn...,Hank,2
1222, I dont know what youre talking about.,Jesse,1
1223, I havent been myself lately but I love you. Nothing about that has changed nothing ever will. So right now what I need is for you to climb down out of my ass. Can you do that? Will you do that for me honey? Will you please just once get off my ass you know? Id appreciate it I really would.,Walter,1
1224, $1.2 million.,Walter,2
1225, A robot?,Jesse,5
1226, Yo Im really sorry okay?,Jesse,2
1227, Your freaking wife told me when she was here all up on my shit! Yeah thats right. She almost caught me moving Emilio! Good job wearing the pants in the family! And why did you go telling her I was selling you weed?,Jesse,1
1228, This is conjecture?,Jesse,2
1229, What?,Hank,3
1230, Hank has offered to help since you shouldnt be doing any heavy lifting.,Skyler,4
1231, A blow fish think about it. Small in stature not swift not cunning easy prey for predators. But the blow fish has a secret weapon doesnt he? Doesnt he? What does the blow fish do Jesse? What does the blow fish do?,Walter,2
1232, Three entire bags of Funyuns?,Walter,2
1233, What?,Walter,5
1234, Oh cmon this is bullshit! I mean look at this dude alright? He doesnt even know what planet hes living on!,Jesse,5
1235, I mean two would probably work I guess yeah.,Hank,3
1236, Hey hey! What the hell yo? I thought this was just a wake-up call!,Hank,5
1237, Thermite.,Walter,1
1238, Prick! And let me tell you something else this aint chemistry. This is art. Cooking is art. And the shit I cook is the bomb so dont be telling me.,Hank,1
1239, So no pseudo?,Jesse,1
1240, Remission. Not to imply Im cured. I still have cancer but theres been a significant reduction in the tumors.,Walter,3
1241, I deserve this.,Jesse,2
1242, Yo why would you want this lame-ass job anyway? I mean no offense.,Jesse,1
1243, Oh now theres a load off my mind.,Jesse,1
1244, How about something with some protein maybe? Something green huh? How are you even alive?,Walter,4
1245, Skyler...,Walter,2
1246, Smoking marijuana eating Cheetos and masturbating do not constitute plans in my book.,Walter,5
1247, I have it coming. I deserve this.,Walter,2
1248, Skyler...,Walter,4
1249, How about we get him a real attorney? I mean what the hell is this? This is who he hires?,Walter,5
1250, Im 50.,Walter,1
1251, No mom mom mom! Hey where am I supposed to go?,Hank,4
1252, So what? Youre just doing this out of the kindness of your heart?,Walter,3
1253, Right on. New Zealand thats where they uh thats where they made Lord of the Rings! I say we just move there yo! I mean you could do your art right? Like you could like paint the local castles and shit and I can be a bush pilot!,Hank,4
1254, Im no Vito Corleone.,Walter,5
1255, You mean good? You mean like good good? You mean like remission good?,Hank,2
1256, Eh.,Walter,3
1257, When? Skyler I was medicated. I mean I could have said the world was flat.,Walter,3
1258, Nobody.,Hank,2
1259, Yeah damn straight. Know why? Cause we do things my way this time or I walk! You need me more than I need you...Walt.,Jesse,2
1260, Alright fine facts in. Fact A my phone rang like eight times last night. Dead air hang-ups every time. Second fact? Like three in the morning I saw that black Caddy of his cruising my neighborhood. No headlights.,Hank,4
1261, Can I call them and tell them youll start next week?,Skyler,1
1262, Skyler...Skyler dont do this please. I...I...Skyler please dont go. [Skyler tries to close the car door but Walter stops her] If I tell you the truth will you stay? Stay and I will tell you everything.,Walter,4
1263, Yeah yeah yeah thats it. While you were cooking you know he was watching one of those uh those uh telenovels yknow with all those ripe honeys on it? Yknow he was really into it. I told you not to change the channel man! Yknow dude needs his eye candy. Thats it!,Hank,4
1264, High school was a long time ago. You aint Welcome Back Kotter so step off. No speeches.,Jesse,1
1265, Wait wait what does he know? Does he know its your money?,Walter,3
1266, No thanks for caring.,Hank,3
1267, What?,Hank,1
1268, You have a good rest of your life kid.,Jesse,2
1269, Well my guess was Gretchen Schwartz. Something was going on between you. I just knew.,Skyler,3
1270, So youre going to what? Snort meth off a bowie knife? Youre gonna beat your homies to death when they dis you?,Walter,2
1271, Man cmon!,Hank,4
1272, Yeah? Jesus how the hell do you spell street wrong? S-T-R-E-A-T?,Jesse,4
1273, Is this a five or an S?,Jesse,2
1274, Okay. You?,Walter,5
1275, Fuck you.,Walter,5
1276, Pee in it! Theyre selling testing kits at the drug stores. If you are clean I will give you every last dime. [Jesse is silent] No huh? Well I guess until then youll just have to depend on the kindness of strangers to get high. That and your little junkie girlfriend.,Walter,5
1277, Oh so my life is not the priority here because Im gonna be dead soon anyway? Thats your point?,Walter,3
1278, We need a plan.,Walter,4
1279, Yeah damn straight. Know why? Cause we do things my way this time or I walk! You need me more than I need you...Walt.,Jesse,4
1280, And thatll cut through a lock? Because this is supposed to be one big-ass lock.,Hank,1
1281, Oh my conjecture isnt helping?,Hank,4
1282, $480000. Sauls cut is 20%.,Walter,4
1283, What?,Hank,2
1284, Whatever it is Im afraid to know.,Skyler,4
1285, Okay dont talk Walt! Shut up and say something that isnt complete bullshit! You want to know what you have to do? You have to tell me whats really going on right now – today. No more excuses no more apologies no more of these...these obvious desperate breakfasts! You dont wanna lose contact with me Walt? Good. Then tell me. Now.,Skyler,4
1286, Look I know some guys alright? I can create a network. Look we control production and distribution. That way we stay off the front lines while moving some serious glass. I mean the point here is to make money right? Sky high stacks!,Hank,5
1287, Corner the market then raise the price. Simple economics.,Walter,4
1288, Dude! No way!,Jesse,4
1289, Thats not how it happened.,Hank,2
1290, I need support. Me the almost forty year old pregnant woman with the surprise baby on the way. And the husband with lung cancer who disappears for hours on end and I dont know where he goes and he barely even speaks to me anymore. With the moody son who does the same thing. And the overdrawn checking account. And the lukewarm water heater that leaks rusty looking crap and is rotting out the floor of the utility closet and we cant even afford to fix it! But oh I see! Now Im supposed to go Hank please what can I possibly do to further benefit my spoiled kleptomaniac bitch sister who somehow always manages to be the center of attention? Cause God knows shes the one with the really important problems!,Skyler,2
1291, What? You kidding me? This is the guy you want. This is the guy Id hire.,Hank,3
1292, How gay are you seriously?,Jesse,3
1293, No he just walks backwards.,Jesse,4
1294, You still wanna cook? Seriously?,Jesse,5
1295, Who said anything about you?,Jesse,2
1296, It was my hard work. My research. And you and Elliott made millions off it.,Walter,2
1297, No look I know this isnt an optimal situation...,Jesse,3
1298, Whats it feel like?,Hank,5
1299, Yeah thats the thing yknow? Your scumbag brother-in-law took my rainy day fund.,Jesse,5
1300, Pay phone middle of nowhere nobody followed. So howd it go?,Hank,2
1301, I sat here yesterday waiting to meet with someone. I believe that person was you.,Walter,2
1302, Yeah? You shot an ounce? In a day and a half?,Hank,4
1303, What are you doing?,Walter,4
1304, What?,Hank,5
1305, The game has changed yo. This is our city alright? All of it. The whole damn place. Our territory. Were staking our claim. Yo we sell when we want where we want. Were gonna be kings understand? Well Im gonna be king and you guys will be like princes or dukes or something.,Jesse,4
1306, Badgers cousin took it to his garage. Its safe.,Hank,4
1307, No no Tuco!,Walter,2
1308, Were not charging enough.,Walter,3
